id:long,start-node:long,end-node:long,length:double,maximum-speed:int,lanes:int,road-type:string,name:string,surface:string,lit:string
7906,206360332,11214322452,148.99404964975423,30,1,residential,Ritterhuder Heerstraße,,
7907,206360333,206360327,20.91437267237477,30,1,residential,Randweg,,
7908,206360333,206360326,111.50617133548602,30,1,residential,Randweg,,
7909,206360333,743234927,292.83169890163344,30,1,residential,Bauernweide,,
7910,206360454,252128869,17.227240974157816,30,2,residential,Ritterhuder Heerstraße,,
7911,206360454,743234927,19.283987638968554,30,1,residential,Bauernweide,,
7912,206360454,11214322452,265.2739632287294,30,1,residential,Ritterhuder Heerstraße,,
7913,206360469,206360471,136.1843915954892,30,1,residential,Hinter dem Hasenberge,,
7914,206360469,30992893,238.97767575095878,30,1,residential,Reiherstraße,,
7915,206360469,206360481,272.6973321039145,30,1,residential,Dohlenstraße,,
7916,206360471,31308343,294.65255718682016,30,1,residential,Auf den Hunnen,,
7917,206360471,664602679,142.95290194146733,30,1,residential,Auf den Hunnen,,
7918,206360471,206360469,136.1843915954892,30,1,residential,Hinter dem Hasenberge,,
7919,206360475,206360477,106.62781628651645,30,1,residential,Wendeacker,,
7920,206360475,31308346,86.90219838409168,30,1,residential,Am Krähenberg,,
7921,206360475,31308347,89.98856480482779,30,1,residential,Am Krähenberg,,
7922,206360477,206360475,106.62781628651645,30,1,residential,Wendeacker,,
7923,206360477,206360481,115.19404162079019,30,1,residential,Elsternstraße,,
7924,206360477,31308347,192.274753734551,30,1,residential,Auf den Blöcken,,
7925,206360481,206360477,115.19404162079017,30,1,residential,Elsternstraße,,
7926,206360481,206360469,272.69733210391445,30,1,residential,Dohlenstraße,,
7927,206360481,31308345,72.20862358513455,30,1,residential,Dohlenstraße,,
7928,206360489,206360313,216.95085263533508,50,1,unclassified,Pulverberg,,
7929,206360489,30992824,365.40845500857597,50,2,secondary,Oslebshauser Heerstraße,,
7930,206360489,664589249,107.40895114490311,50,2,secondary,Oslebshauser Heerstraße,,
7931,206360491,206360491,69.59566614741806,50,2,unclassified,Anton-Hacker-Straße,,
7932,206360491,206360491,69.59566614741804,50,2,unclassified,Anton-Hacker-Straße,,
7933,206360491,30993095,177.61042943075276,50,2,unclassified,Anton-Hacker-Straße,,
7934,206360501,2157910807,111.54475857701877,50,2,tertiary,Hüttenstraße,,
7935,206360501,206360505,65.63259258275959,50,1,tertiary,Hüttenstraße,,
7936,206360505,206360501,65.63259258275959,50,1,tertiary,Hüttenstraße,,
7937,206360505,206361771,82.36763045371049,50,2,unclassified,Hüttenstraße,,
7938,206360505,206360520,440.94611302975954,50,2,tertiary,Carl-Benz-Straße,,
7939,206360520,206360505,440.94611302975943,50,2,tertiary,Carl-Benz-Straße,,
7940,206360520,2157910969,189.33738944016307,50,2,tertiary,Carl-Benz-Straße,,
7941,206360591,2157910962,8.990301881351595,50,2,tertiary,Carl-Benz-Straße,,
7942,206360591,2157910945,43.64271112066709,50,1,unclassified,Ferdinand-Porsche-Straße,,
7943,206360593,2157911018,266.0922715998566,50,2,tertiary,Carl-Benz-Straße,,
7944,206360593,206360591,69.7320301117735,50,1,unclassified,Ferdinand-Porsche-Straße,,
7945,206360604,2157910976,263.8894912551687,50,2,unclassified,Adam-Opel-Straße,,
7946,206360604,2157911040,168.27758231924145,50,2,unclassified,Gottlieb-Daimler-Straße,,
7947,206360604,105944897,626.2031391510019,50,2,unclassified,Gottlieb-Daimler-Straße,,
7948,206360604,206360646,79.21948771946836,50,2,unclassified,Adam-Opel-Straße,,
7949,206360637,206360639,70.75054046592571,50,1,unclassified,Gottlieb-Daimler-Straße,,
7950,206360637,206368945,283.56737778230456,50,2,tertiary,Carl-Benz-Straße,,
7951,206360639,2157911010,9.24016137664732,50,2,tertiary,Carl-Benz-Straße,,
7952,206360639,2157911001,46.851389909346494,50,1,unclassified,Gottlieb-Daimler-Straße,,
7953,206360646,206360646,166.18953787680113,50,1,unclassified,Adam-Opel-Straße,,
7954,206360646,206360604,79.21948771946836,50,2,unclassified,Adam-Opel-Straße,,
7955,206361557,2901505361,314.4157334014674,30,1,residential,Am Grambker See,,
7956,206361557,206351138,34.60834634587076,30,1,residential,Am Grambker See,,
7957,206361557,206361558,74.43226326597453,30,1,residential,Am Grambker See,,
7958,206361558,206361557,74.43226326597453,30,1,residential,Am Grambker See,,
7959,206361771,206361779,714.4002670418072,50,1,unclassified,Hüttenstraße,,
7960,206361771,206360505,75.23127262743361,50,2,unclassified,Hüttenstraße,,
7961,206361779,2157910496,29.07388875854521,50,1,unclassified,Hüttenstraße,,
7962,206361779,206361771,714.4002670418072,50,1,unclassified,Hüttenstraße,,
7963,206367925,3142138198,8.711351900753476,50,3,primary,,,
7964,206367925,27047784,41.0093335561922,50,1,secondary,Ihlpohler Heerstraße,,
7965,206367926,32893800,21.53149971851519,50,2,primary,,,
7966,206367926,2146652120,13.521035619042271,50,1,secondary,,,
7967,206368919,278549170,68.53378044745635,50,2,unclassified,Wilhelm-Karmann-Straße,,
7968,206368919,2157910945,558.4440910680139,50,2,unclassified,Ferdinand-Porsche-Straße,,
7969,206368919,2157911001,284.0471153288121,50,1,unclassified,Gottlieb-Daimler-Straße,,
7970,206368935,278549139,21.56060027938763,50,1,tertiary,Carl-Benz-Straße,,
7971,206368945,206368946,68.88083188589098,50,2,unclassified,Felix-Wankel-Straße,,
7972,206368945,278549156,283.8226426896307,50,2,tertiary,Carl-Benz-Straße,,
7973,206368946,206368945,68.88083188589098,50,2,unclassified,Felix-Wankel-Straße,,
7974,206368946,206360639,238.33547826203022,50,2,tertiary,Carl-Benz-Straße,,
7975,206368946,206368948,75.93709877773583,50,2,unclassified,Felix-Wankel-Straße,,
7976,206368948,206368946,75.93709877773583,50,2,unclassified,Felix-Wankel-Straße,,
7977,206368948,206368948,79.33416942103808,50,1,unclassified,Felix-Wankel-Straße,,
7978,207136693,29036531,465.53433263045434,50,1,unclassified,Fritz-Scherer-Straße,,
7979,207136782,207136783,175.4752110604751,30,1,residential,Helmholtzstraße,,
7980,207136782,30635440,37.36441868139843,30,1,residential,Helmholtzstraße,,
7981,207136782,207136790,99.03597724370442,30,1,residential,Bippenstraße,,
7982,207136783,207136787,110.30218231998202,30,1,residential,Johann-Focke-Straße,,
7983,207136783,29535852,111.99678854402623,30,1,residential,Helmholtzstraße,,
7984,207136783,207136782,175.4752110604751,30,1,residential,Helmholtzstraße,,
7985,207136785,207136804,40.123781578808114,30,1,residential,Im Großen Felde,,
7986,207136785,207136787,189.9140893847614,30,1,residential,Johann-Focke-Straße,,
7987,207136785,207136806,291.62375752936225,30,1,residential,Im Großen Felde,,
7988,207136787,207136783,110.30218231998202,30,1,residential,Johann-Focke-Straße,,
7989,207136787,207136796,108.99771058452333,30,1,residential,Buchenaustraße,,
7990,207136787,207136785,189.91408938476138,30,1,residential,Johann-Focke-Straße,,
7991,207136790,207136806,99.66458345138382,30,1,residential,Bippenstraße,,
7992,207136790,207136796,129.33936011115503,30,1,residential,Buchenaustraße,,
7993,207136790,207136782,99.03597724370442,30,1,residential,Bippenstraße,,
7994,207136791,207136796,79.00288088929261,30,1,residential,Wienholtstraße,,
7995,207136796,207136787,108.99771058452333,30,1,residential,Buchenaustraße,,
7996,207136796,207136790,129.33936011115503,30,1,residential,Buchenaustraße,,
7997,207136796,207136791,79.00288088929261,30,1,residential,Wienholtstraße,,
7998,207136798,207136802,216.6607143967945,50,2,secondary,Vahrer Straße,,
7999,207136798,30441494,135.01150342385787,50,2,secondary,Vahrer Straße,,
8000,207136798,207136804,132.27164825244728,30,1,residential,Pletzerstraße,,
8001,207136801,207136804,116.31774042301238,30,1,residential,Pletzerstraße,,
8002,207136801,207136821,330.8169851564653,30,1,residential,Wilhelm-Wolters-Straße,,
8003,207136801,207136802,167.0660271197935,30,1,residential,Wilhelm-Wolters-Straße,,
8004,207136802,29626727,10.222925990927093,50,2,secondary,Vahrer Straße,,
8005,207136802,207136798,216.66071439679448,50,2,secondary,Vahrer Straße,,
8006,207136802,207136801,167.06602711979352,30,1,residential,Wilhelm-Wolters-Straße,,
8007,207136804,207136785,40.123781578808114,30,1,residential,Im Großen Felde,,
8008,207136804,207136801,116.31774042301238,30,1,residential,Pletzerstraße,,
8009,207136804,207136798,132.27164825244728,30,1,residential,Gluudstraße,,
8010,207136806,207136790,99.66458345138382,30,1,residential,Bippenstraße,,
8011,207136806,207136821,117.5279674021974,30,1,residential,Bippenstraße,,
8012,207136806,207136785,291.62375752936225,30,1,residential,Im Großen Felde,,
8013,207136821,207136806,117.5279674021974,30,1,residential,Bippenstraße,,
8014,207136821,207136836,107.68654547945755,30,1,residential,Wilhelm-Wolters-Straße,,
8015,207136821,207136801,330.81698515646536,30,1,residential,Wilhelm-Wolters-Straße,,
8016,207136828,207136856,65.94953373518891,30,1,residential,Wilhelm-Wolters-Straße,,
8017,207136836,207136847,106.32352193663162,30,1,residential,Wilhelm-Wolters-Straße,,
8018,207136836,207136821,107.68654547945755,30,1,residential,Wilhelm-Wolters-Straße,,
8019,207136836,207136837,175.00540614180122,30,1,residential,Lorentstraße,,
8020,207136837,207136836,175.0054061418012,30,1,residential,Lorentstraße,,
8021,207136847,30635436,371.0396767324961,30,1,residential,Stoevesandtstraße,,
8022,207136847,207136856,124.8112957160884,30,1,residential,Wilhelm-Wolters-Straße,,
8023,207136847,207136836,106.32352193663162,30,1,residential,Wilhelm-Wolters-Straße,,
8024,207136856,207136858,35.65183198695436,30,1,residential,Wilhelm-Wolters-Straße,,
8025,207136856,207136847,124.8112957160884,30,1,residential,Wilhelm-Wolters-Straße,,
8026,207136856,207136828,65.94953373518891,30,1,residential,Wilhelm-Wolters-Straße,,
8027,207136858,207136856,35.65183198695436,30,1,residential,Wilhelm-Wolters-Straße,,
8028,207136995,1283348131,382.43901602591114,50,2,residential,Im Holter Feld,,
8029,207137147,26668389,116.87034210358154,30,2,unclassified,Georg-Gries-Straße,,
8030,207137329,30391981,90.6716511624686,50,2,primary,Sebaldsbrücker Heerstraße,,
8031,207137330,207137332,93.67857809005713,30,1,unclassified,Steinmetzenweg,,
8032,207137330,162554019,281.7590231079318,50,2,secondary,Hermann-Koenen-Straße,,
8033,207137332,162554019,366.82735757577564,50,1,unclassified,Steinmetzenweg,,
8034,207137332,207137349,111.64448769115404,30,1,unclassified,Steinmetzenweg,,
8035,207137332,207137330,93.67857809005713,30,1,unclassified,Steinmetzenweg,,
8036,207137332,207137329,33.57182893210315,30,1,unclassified,Steinmetzenweg,,
8037,207137349,207137332,111.64448769115404,30,1,unclassified,Steinmetzenweg,,
8038,207159402,30909958,13.9838276896914,50,1,secondary,Hermann-Koenen-Straße,,
8039,207159402,199132978,621.7417608862902,50,2,secondary,Ludwig-Roselius-Allee,,
8040,207171011,26666889,139.79913365238724,50,2,tertiary,Kurt-Schumacher-Allee,,
8041,207171011,199132188,16.85676016042095,30,1,residential,Wilhelm-Leuschner-Straße,,
8042,207330010,207330011,102.37791793092674,30,1,residential,Oewerweg,,
8043,207330010,239630905,331.79436428053805,30,2,secondary,Osterholzer Landstraße,,
8044,207330010,252633925,164.18850965891951,30,2,residential,An der Kämenade,,
8045,207330010,252633937,238.21923553137992,50,2,secondary,Osterholzer Landstraße,,
8046,207330011,207330010,102.37791793092674,30,1,residential,Oewerweg,,
8047,207330011,207330014,219.29851323088045,30,1,residential,Oewerweg,,
8048,207330011,30391997,382.98749731927506,30,1,residential,Oyter Straße,,
8049,207330014,252634066,160.4419581989901,30,1,residential,Oewerweg,,
8050,207330014,207330011,219.29851323088045,30,1,residential,Oewerweg,,
8051,207330014,252634076,87.87730484541964,30,1,residential,Stumpesweg,,
8052,207332978,255142878,17.482263212144023,30,2,secondary,Rockwinkeler Landstraße,,
8053,213590668,21050518,17.50485127133825,50,2,secondary,Bürgermeister-Spitta-Allee,,
8054,213590668,26739935,18.681551192413682,50,1,tertiary,August-Bebel-Allee,,
8055,213590668,26739894,58.51419031043541,50,1,tertiary,August-Bebel-Allee,,
8056,218622814,21638682,50.848307837369134,50,1,residential,Beim Paulskloster,,
8057,218622814,667451507,98.35663305272183,33,1,living_street,Mittelstraße,,
8058,218706553,25886001,33.65185480794014,30,2,tertiary,Sielwall,,
8059,218706553,25885990,70.22699998694287,50,1,residential,Bernhardstraße,,
8060,218706553,30992733,66.13519203781996,30,2,tertiary,Sielwall,,
8061,218708137,25886001,70.36057077231166,50,1,residential,Luisenstraße,,
8062,218708137,425166975,26.7569192026314,50,1,residential,Schildstraße,,
8063,218717721,25885944,36.35308668156907,50,1,residential,Sielpfad,,
8064,218717721,25885993,34.31948273973092,50,1,residential,In der Runken,,
8065,218717721,218718746,112.84132128627907,50,1,residential,Auwigstraße,,
8066,218718746,25892585,16.555134271491866,30,2,tertiary,Sielwall,,
8067,218718746,25885995,30.876350810601068,30,2,tertiary,Sielwall,,
8068,218726109,290998984,35.402872940043174,50,1,residential,Sielpfad,,
8069,218726109,25885944,54.1764404187412,50,1,residential,Sielpfad,,
8070,218726109,218726442,105.85664212610594,32,1,residential,Borchersweg,,
8071,218726442,218805308,23.268488527344125,30,2,tertiary,Sielwall,,
8072,218726442,25892585,64.82666842492782,30,2,tertiary,Sielwall,,
8073,218726442,218726109,105.85664212610595,32,1,residential,Borchersweg,,
8074,218790854,218807856,19.191482883672272,30,2,tertiary,Sielwall,,
8075,218790854,25886001,65.99779151195109,30,2,tertiary,Sielwall,,
8076,218790854,290998989,29.62363872208195,50,1,residential,Körnerwall,,
8077,218805296,25746990,259.8486002014922,50,2,primary,Osterdeich,,
8078,218805296,25746987,66.00349545791916,50,2,primary,Osterdeich,,
8079,218805308,218726442,23.268488527344125,30,2,tertiary,Sielwall,,
8080,218805308,25746987,73.85543648461045,30,2,tertiary,Sielwall,,
8081,218805308,218805296,101.62256032753126,50,1,residential,Sielwall,,
8082,218807856,25892584,11.871687831421456,30,2,tertiary,Sielwall,,
8083,218807856,218790854,19.191482883672272,30,2,tertiary,Sielwall,,
8084,218854162,21638681,284.02163063094866,50,1,residential,Kreuzstraße,,
8085,218854162,25886130,62.37578362036568,50,2,primary,Osterdeich,,
8086,218854162,21638680,142.97294752977507,50,2,primary,Osterdeich,,
8087,221157127,25885980,13.49464379618495,30,2,tertiary,Ostertorsteinweg,,
8088,221157127,25885979,213.44871635970327,30,2,tertiary,Ostertorsteinweg,,
8089,221157127,30441442,93.74885636022836,30,1,residential,Blumenstraße,,
8090,221171381,2430003237,1.7216846807466988,30,1,residential,Wulwesstraße,,
8091,221175493,30441446,111.00863513075049,30,1,residential,Rutenstraße,,
8092,221175493,221175495,38.094203985198504,30,1,residential,Rutenstraße,,
8093,221175495,2430003237,162.464817187596,33,1,living_street,Landweg,,
8094,221175495,221175499,62.400628272730124,30,1,residential,Rutenstraße,,
8095,221175495,221175493,38.094203985198504,30,1,residential,Rutenstraße,,
8096,221175499,221192100,21.009364852041085,50,1,residential,Hohenpfad,,
8097,221175499,21638685,31.250237128206308,50,1,residential,Hohenpfad,,
8098,221175499,221175495,62.40062827273013,30,1,residential,Rutenstraße,,
8099,221177266,221175493,146.94213664548852,30,1,residential,Charlottenstraße,,
8100,221177266,2430003237,31.730021884439836,30,1,residential,Wulwesstraße,,
8101,221192100,221175499,21.009364852041085,50,1,residential,Hohenpfad,,
8102,224078777,30264155,42.12950461200518,50,2,tertiary,Am Dobben,,
8103,224078777,30992609,51.11750692776962,30,1,residential,Bohnenstraße,,
8104,224078777,29989715,166.47961657472533,50,2,tertiary,Am Dobben,,
8105,224079687,1028723875,9.957373071906343,50,1,residential,Bohnenstraße,,
8106,224079687,1912280389,35.53761592760267,50,1,residential,Bohnenstraße,,
8107,224414944,523268397,25.590762595688386,30,1,residential,Klosterdamm,,
8108,224414944,25637593,332.18122282723573,30,1,residential,Estlandstraße,,
8109,224414944,224414981,163.27620628010854,30,1,residential,Klosterdamm,,
8110,224414955,224414981,204.85714235839822,30,1,residential,Strehlener Straße,,
8111,224414955,25637599,150.3728766835705,50,3,secondary,Hasporter Damm,,
8112,224414955,283321958,96.54920683366973,50,3,secondary,Hasporter Damm,,
8113,224414981,224414955,204.85714235839828,30,1,residential,Strehlener Straße,,
8114,224414981,224414944,163.27620628010857,30,1,residential,Klosterdamm,,
8115,224414981,283322696,68.55998374282237,30,1,residential,Klosterdamm,,
8116,224423380,252135700,110.98607921116158,50,2,residential,Am Stadion,,
8117,224423380,281441712,214.73834358220097,50,2,residential,Düsternortstraße,,
8118,224423380,249807722,365.1620063811191,50,2,residential,Düsternortstraße,,
8119,224423380,286406650,109.32195332171392,50,2,residential,Elbinger Straße,,
8120,224423397,286406650,5.431664879226434,50,2,residential,Elbinger Straße,,
8121,224423397,252135702,379.01186392997084,30,1,residential,Breslauer Straße,,
8122,224423397,252135708,223.56127472762418,50,2,residential,Elbinger Straße,,
8123,225575494,21638673,31.593058896879,50,1,unclassified,Bischofsnadel,,
8124,226066812,429649881,50.17790455812288,30,1,unclassified,Katrepeler Landstraße,,
8125,226066812,253041292,163.40986376720622,30,1,unclassified,Borgfelder Landstraße,,
8126,226066812,253005927,282.2716226531831,30,1,unclassified,Borgfelder Landstraße,,
8127,228517021,228517029,98.36951196701034,30,1,residential,Martin-Buber-Straße,,
8128,228517021,228517109,156.40562741797714,30,1,residential,Gandhistraße,,
8129,228517021,282824016,55.60173786010091,30,1,residential,Martin-Buber-Straße,,
8130,228517029,228517021,98.36951196701034,30,1,residential,Martin-Buber-Straße,,
8131,228517029,2972897153,130.44071029996303,30,1,residential,Hammarskjöldstraße,,
8132,228517029,2972890463,213.600448901814,30,1,residential,Martin-Buber-Straße,,
8133,228517109,2972890460,116.94333112014867,30,1,residential,Gandhistraße,,
8134,228517109,228517021,156.40562741797714,30,1,residential,Gandhistraße,,
8135,228517109,2267820945,160.7498296103588,30,1,residential,Stammstraße,,
8136,230040395,25747448,92.11458475612865,50,1,residential,Adlerstraße,,
8137,230041453,230041791,47.308201113823344,30,1,residential,Fedelhören,,
8138,230041453,25747448,86.79678257947931,50,1,residential,Fedelhören,,
8139,230041791,230041453,47.308201113823344,30,1,residential,Fedelhören,,
8140,230052550,1535257570,57.22216065988031,50,1,residential,Mendestraße,,
8141,230052550,20974059,163.52578934957558,50,2,secondary,Am Dobben,,
8142,238065436,1687660984,7.114565790033118,30,1,residential,Saarburger Straße,,
8143,238065436,167061627,258.9537967352137,30,1,residential,Brebacher Straße,,
8144,238065436,243425816,110.25305908358794,30,1,unclassified,Am Wasserturm,,
8145,238065439,1687660984,139.14736472745565,30,1,residential,Püttlinger Straße,,
8146,238065454,238065583,80.99840616527666,30,1,residential,Hostenbacher Straße,,
8147,238065454,31248636,19.157415206427633,30,1,unclassified,Saarburger Straße,,
8148,238065454,238065524,232.89512710508532,30,1,unclassified,Saarburger Straße,,
8149,238065457,238065563,41.02379996267337,30,1,residential,Hostenbacher Straße,,
8150,238065457,238065544,373.7546647506488,30,1,residential,Hostenbacher Straße,,
8151,238065457,238065544,284.1844375797222,30,1,residential,Gersweilerstraße,,
8152,238065470,199133282,36.62988834060104,30,1,residential,Merziger Straße,,
8153,238065494,238065496,58.49780575031174,41,1,unclassified,Sebaldsbrücker Heerstraße,,
8154,238065494,162504334,331.3796962872384,30,1,residential,Saarstraße,,
8155,238065494,30391962,15.509638999615685,30,1,residential,Saarstraße,,
8156,238065496,238065494,58.49780575031174,41,1,unclassified,Sebaldsbrücker Heerstraße,,
8157,238065498,199133337,74.01436202695112,30,1,residential,Dudweilerstraße,,
8158,238065498,2161675899,181.5058629383592,30,1,unclassified,Saarburger Straße,,
8159,238065498,2235480982,158.27427852900655,30,1,unclassified,Saarburger Straße,,
8160,238065512,199133368,64.12808327539302,30,1,residential,Forbacher Straße,,
8161,238065512,238065516,7.734984207281275,30,1,residential,Forbacher Straße,,
8162,238065512,199133337,257.3128031298779,30,1,residential,Dudweilerstraße,,
8163,238065516,238065512,7.734984207281275,30,1,residential,Forbacher Straße,,
8164,238065516,162504334,84.040680184241,30,1,residential,Forbacher Straße,,
8165,238065516,238065522,313.3867001790162,30,1,residential,Sankt-Wendel-Straße,,
8166,238065522,199133378,81.40224321354172,30,1,residential,Sulzbacher Straße,,
8167,238065522,162504381,89.57975889546232,30,1,residential,Sulzbacher Straße,,
8168,238065522,238065516,313.38670017901615,30,1,residential,Sankt-Wendel-Straße,,
8169,238065524,2161675899,12.783430411782751,30,1,unclassified,Saarburger Straße,,
8170,238065524,238065585,79.03332136001214,30,1,residential,Schwalbacher Straße,,
8171,238065524,238065454,232.89512710508532,30,1,unclassified,Saarburger Straße,,
8172,238065528,238065577,161.85873563699298,30,1,residential,Reisweilerstraße,,
8173,238065528,238065585,74.09515030209727,30,1,residential,Schwalbacher Straße,,
8174,238065528,238065532,64.34089060897306,30,1,residential,Schwalbacher Straße,,
8175,238065528,238065580,126.95886514079143,30,1,residential,Reisweilerstraße,,
8176,238065532,238065566,47.42445563660515,30,1,residential,Schwalbacher Straße,,
8177,238065532,238065528,64.34089060897306,30,1,residential,Schwalbacher Straße,,
8178,238065532,238065572,18.380074230279988,30,1,residential,Schwalbacher Straße,,
8179,238065536,238065572,9.718810938138445,30,1,residential,Griesborner Straße,,
8180,238065536,238065625,100.4367493611169,30,1,residential,Labacher Straße,,
8181,238065536,238065544,235.194988007807,30,1,residential,Griesborner Straße,,
8182,238065544,238065457,284.18443757972216,30,1,residential,Gersweilerstraße,,
8183,238065544,238065457,373.7546647506488,30,1,residential,Hostenbacher Straße,,
8184,238065544,238065536,235.194988007807,30,1,residential,Griesborner Straße,,
8185,238065563,238065457,41.02379996267337,30,1,residential,Hostenbacher Straße,,
8186,238065563,238065566,97.36134341846378,30,1,residential,Schwalbacher Straße,,
8187,238065563,238065577,77.00931942717861,30,1,residential,Hostenbacher Straße,,
8188,238065566,238065532,47.42445563660515,30,1,residential,Schwalbacher Straße,,
8189,238065566,238065563,97.36134341846378,30,1,residential,Schwalbacher Straße,,
8190,238065566,238065572,60.555250087259815,30,1,residential,Schwalbacher Straße,,
8191,238065572,238065536,9.718810938138445,30,1,residential,Griesborner Straße,,
8192,238065572,238065532,18.380074230279988,30,1,residential,Schwalbacher Straße,,
8193,238065572,238065566,60.555250087259815,30,1,residential,Schwalbacher Straße,,
8194,238065577,238065528,161.85873563699298,30,1,residential,Reisweilerstraße,,
8195,238065577,238065563,77.00931942717861,30,1,residential,Hostenbacher Straße,,
8196,238065577,238065583,73.7183409288935,30,1,residential,Hostenbacher Straße,,
8197,238065580,238065528,126.95886514079143,30,1,residential,Reisweilerstraße,,
8198,238065583,238065454,80.99840616527666,30,1,residential,Hostenbacher Straße,,
8199,238065583,238065585,192.69943020112567,30,1,residential,Salbacher Straße,,
8200,238065583,238065577,73.7183409288935,30,1,residential,Hostenbacher Straße,,
8201,238065585,238065583,192.69943020112567,30,1,residential,Salbacher Straße,,
8202,238065585,238065528,74.09515030209727,30,1,residential,Schwalbacher Straße,,
8203,238065585,238065586,95.61740419887084,30,1,residential,Salbacher Straße,,
8204,238065585,238065524,79.03332136001214,30,1,residential,Schwalbacher Straße,,
8205,238065586,238065585,95.61740419887084,30,1,residential,Salbacher Straße,,
8206,238065625,238065536,100.43674936111688,30,1,residential,Labacher Straße,,
8207,238065653,238065807,254.94198027060492,30,1,residential,Weihenstraße,,
8208,238065674,238065795,339.5052668225417,30,1,residential,Stieglitzstraße,,
8209,238065786,238065807,292.22157249610393,30,1,residential,Stößerstraße,,
8210,238065795,238065807,100.33752193051022,30,1,residential,Kondorstraße,,
8211,238065795,238065849,70.63534605719816,30,1,residential,Stieglitzstraße,,
8212,238065795,238065674,339.5052668225418,30,1,residential,Stieglitzstraße,,
8213,238065801,30391993,227.13720816133318,50,2,primary,Osterholzer Heerstraße,,
8214,238065801,9054453946,172.00391405179863,50,2,primary,Osterholzer Heerstraße,,
8215,238065801,238065849,84.98236751648156,30,1,residential,Stieglitzstraße,,
8216,238065807,238065795,100.33752193051022,30,1,residential,Kondorstraße,,
8217,238065807,238065653,254.94198027060494,30,1,residential,Weihenstraße,,
8218,238065807,238065786,292.22157249610393,30,1,residential,Stößerstraße,,
8219,238065833,238065833,42.45949945734734,30,1,residential,Hannelore-Spies-Weg,,
8220,238065833,238065849,79.53217858723089,30,1,residential,Hannelore-Spies-Weg,,
8221,238065849,238065795,70.63534605719816,30,1,residential,Stieglitzstraße,,
8222,238065849,238065833,79.53217858723089,30,1,residential,Hannelore-Spies-Weg,,
8223,238065849,238065801,84.98236751648156,30,1,residential,Stieglitzstraße,,
8224,238065854,238065876,115.10576277888282,33,1,living_street,Osterholzer Dorfstraße,,
8225,238065854,442301490,42.55156903706435,33,1,living_street,Osterholzer Dorfstraße,,
8226,238065854,442301990,69.50185024880165,33,1,living_street,Osterholzer Dorfstraße,,
8227,238065876,238066075,473.2400173364268,30,1,residential,Osterholzer Dorfstraße,,
8228,238065876,238065854,115.1057627788828,33,1,living_street,Osterholzer Dorfstraße,,
8229,238065876,3002462333,559.2602669880674,50,2,unclassified,Elisabeth-Selbert-Straße,,
8230,238065876,238065888,61.63257655653283,30,2,unclassified,Elisabeth-Selbert-Straße,,
8231,238065888,238147657,112.23113938833507,41,1,unclassified,Elisabeth-Selbert-Straße,,
8232,238065888,238065876,61.63257655653283,30,2,unclassified,Elisabeth-Selbert-Straße,,
8233,238065888,30391993,60.36251462698105,50,3,unclassified,Elisabeth-Selbert-Straße,,
8234,238066075,1879767749,249.17046575171562,30,1,residential,Osterholzer Dorfstraße,,
8235,238066075,238065876,473.24001733642683,30,1,residential,Osterholzer Dorfstraße,,
8236,238066075,238224137,75.07938530763876,30,1,residential,Schmidt-Barrien-Weg,,
8237,238066094,238066104,163.92780389854266,30,1,residential,Osterholzer Dorfstraße,,
8238,238066104,238066154,72.8306380280005,30,1,residential,Zu Kropps Boren,,
8239,238066104,238066094,163.9278038985427,30,1,residential,Osterholzer Dorfstraße,,
8240,238066154,2037964117,19.79151493955685,30,1,residential,Zu Kropps Boren,,
8241,238066154,238066104,72.8306380280005,30,1,residential,Zu Kropps Boren,,
8242,238066154,238066157,162.17986699864122,30,1,residential,Auf der Geest,,
8243,238066157,2352513995,93.35929123509547,30,1,residential,Zu Aumunds Hof,,
8244,238066157,238066154,162.17986699864122,30,1,residential,Auf der Geest,,
8245,238066157,3802175290,35.633859397162034,30,1,residential,Zu Aumunds Hof,,
8246,238147657,238065888,112.23113938833507,41,1,unclassified,Elisabeth-Selbert-Straße,,
8247,238224137,238066075,75.07938530763876,30,1,residential,Schmidt-Barrien-Weg,,
8248,239630794,239630798,123.34755961200726,30,1,residential,Wiedensahlweg,,
8249,239630794,617979796,215.58666928606212,50,2,secondary,Ludwig-Roselius-Allee,,
8250,239630798,239630794,123.34755961200725,30,1,residential,Wiedensahlweg,,
8251,239630800,239630812,199.21631833812282,50,1,unclassified,Hermann-Hollerith-Straße,,
8252,239630800,239630806,152.62875840349113,50,1,unclassified,Louis-Leitz-Straße,,
8253,239630800,3412658049,93.02625487665252,50,1,unclassified,Louis-Leitz-Straße,,
8254,239630801,239630804,14.12684353067394,50,1,unclassified,,,
8255,239630801,239630855,117.10233551583065,50,1,residential,Louis-Leitz-Straße,,
8256,239630804,239630806,13.375945450380453,50,1,unclassified,,,
8257,239630804,239630861,170.87874047753184,50,1,unclassified,Kaspar-Faber-Straße,,
8258,239630806,239630808,13.30131564956151,50,1,unclassified,,,
8259,239630806,239630800,152.62875840349113,50,1,unclassified,Louis-Leitz-Straße,,
8260,239630808,239630801,15.31885723046851,50,1,unclassified,,,
8261,239630808,239630859,188.78178357312038,50,1,unclassified,Ludwig-Sütterlin-Straße,,
8262,239630812,239630800,199.21631833812282,50,1,unclassified,Hermann-Hollerith-Straße,,
